point,features,class,target,classifier,population_size,workers,time,ptime
0,64,1,0,SVC,1000,1,5.383396757766604,2.943950707092881
0,64,1,1,SVC,1000,1,5.373517486266792,3.0300485398620367
1,64,0,0,SVC,1000,1,5.32270857039839,2.9924807138741016
1,64,0,1,SVC,1000,1,5.4255578853189945,3.054106131196022
0,64,1,0,SVC,2000,1,12.567043261602521,5.9098255559802055
0,64,1,1,SVC,2000,1,12.206949673593044,5.927672880701721
1,64,0,0,SVC,2000,1,11.886864277534187,5.88851501699537
1,64,0,1,SVC,2000,1,11.639579667709768,5.924571258947253
0,64,1,0,SVC,4000,1,30.073420722968876,11.82330454327166
0,64,1,1,SVC,4000,1,30.00361422263086,11.866540053859353
1,64,0,0,SVC,4000,1,32.439955396577716,11.750855444930494
1,64,0,1,SVC,4000,1,28.528577621094882,11.883806612342596
0,64,1,0,SVC,8000,1,89.91513968352228,23.952779909595847
0,64,1,1,SVC,8000,1,91.41297041624784,23.787582831457257
1,64,0,0,SVC,8000,1,95.18329466786236,23.889974200166762
1,64,0,1,SVC,8000,1,80.31118596531451,24.185765160247684
0,64,1,0,SVC,16000,1,289.7690809313208,48.0003617843613
0,64,1,1,SVC,16000,1,377.238332292065,49.035044942982495
1,64,0,0,SVC,16000,1,383.6126055503264,48.45670910086483
1,64,0,1,SVC,16000,1,261.52763157431036,49.256117921322584
0,64,1,0,SVC,1000,2,5.098469435237348,2.33903125859797
0,64,1,1,SVC,1000,2,5.048737145029008,2.2077225986868143
1,64,0,0,SVC,1000,2,4.809542099013925,2.3367335237562656
1,64,0,1,SVC,1000,2,4.738025820814073,2.176864294335246
0,64,1,0,SVC,2000,2,10.854151850566268,4.317278076894581
0,64,1,1,SVC,2000,2,11.331074205227196,4.378962310962379
1,64,0,0,SVC,2000,2,10.98066986259073,4.147822376340628
1,64,0,1,SVC,2000,2,10.484844950959086,4.324070665985346
0,64,1,0,SVC,4000,2,27.635515918023884,8.370444211177528
0,64,1,1,SVC,4000,2,28.6447496926412,8.12059458438307
1,64,0,0,SVC,4000,2,27.568601535633206,8.183897944167256
1,64,0,1,SVC,4000,2,25.95708115492016,8.383266441524029
0,64,1,0,SVC,8000,2,81.68444343470037,16.43333443813026
0,64,1,1,SVC,8000,2,87.48610323201865,16.55574861075729
1,64,0,0,SVC,8000,2,88.89995268266648,17.15810544602573
1,64,0,1,SVC,8000,2,71.9828362884,16.64479710906744
0,64,1,0,SVC,16000,2,264.2427742416039,32.29216398578137
0,64,1,1,SVC,16000,2,432.2289374973625,35.04387268330902
1,64,0,0,SVC,16000,2,389.65161210205406,35.99323087185621
1,64,0,1,SVC,16000,2,235.5524808121845,32.86971343308687
0,64,1,0,SVC,1000,4,6.7509352918714285,3.5466600535437465
0,64,1,1,SVC,1000,4,7.4468098962679505,3.887337793596089
1,64,0,0,SVC,1000,4,6.104162586852908,2.951599662192166
1,64,0,1,SVC,1000,4,5.266993493773043,2.4051310028880835
0,64,1,0,SVC,2000,4,14.95991632528603,6.096152058802545
0,64,1,1,SVC,2000,4,14.823988439515233,5.9246526677161455
1,64,0,0,SVC,2000,4,14.494067817926407,5.344535787589848
1,64,0,1,SVC,2000,4,13.396013597026467,5.3972759591415524
0,64,1,0,SVC,4000,4,34.7929139751941,9.21953892428428
0,64,1,1,SVC,4000,4,37.069958068430424,9.82589790597558
1,64,0,0,SVC,4000,4,39.944138639606535,10.98445351421833
1,64,0,1,SVC,4000,4,33.5269146701321,10.42355465143919
0,64,1,0,SVC,8000,4,101.76542969234288,17.991894259117544
0,64,1,1,SVC,8000,4,107.66512941289693,17.01672777161002
1,64,0,0,SVC,8000,4,119.0289460644126,16.74983925372362
1,64,0,1,SVC,8000,4,92.61780666187406,17.82667330466211
0,64,1,0,SVC,16000,4,358.110108602792,31.53039893042296
0,64,1,1,SVC,16000,4,452.70093559194356,29.727434479631484
1,64,0,0,SVC,16000,4,488.51470063161105,33.517012047581375
1,64,0,1,SVC,16000,4,303.132904834114,33.99936231132597
0,64,1,0,SVC,1000,8,7.6917779222130775,4.170316133648157
0,64,1,1,SVC,1000,8,7.936611862853169,4.479638800956309
1,64,0,0,SVC,1000,8,8.119947906583548,4.596338550560176
1,64,0,1,SVC,1000,8,6.9851824985817075,3.4649600610136986
0,64,1,0,SVC,2000,8,16.20932165812701,6.531081396155059
0,64,1,1,SVC,2000,8,16.67638253979385,7.117210121825337
1,64,0,0,SVC,2000,8,16.386082720942795,6.562279521487653
1,64,0,1,SVC,2000,8,14.109212989918888,6.119097923859954
0,64,1,0,SVC,4000,8,25.48272376228124,6.160773573443294
0,64,1,1,SVC,4000,8,27.112215323373675,6.1898094387725
1,64,0,0,SVC,4000,8,26.458184596151114,6.269250708632171
1,64,0,1,SVC,4000,8,23.385922553949058,6.230471333488822
0,64,1,0,SVC,8000,8,79.26214058604091,11.241571068763733
0,64,1,1,SVC,8000,8,83.02894412819296,11.100969682447612
1,64,0,0,SVC,8000,8,85.80389674566686,11.441826184280217
1,64,0,1,SVC,8000,8,67.48213862814009,11.462822262197733
0,64,1,0,SVC,16000,8,255.25212076678872,21.092257495969534
0,64,1,1,SVC,16000,8,335.0008632754907,24.063633712008595
1,64,0,0,SVC,16000,8,359.2361833555624,21.61465616337955
1,64,0,1,SVC,16000,8,226.79026581905782,21.437847409397364
0,64,1,0,SVC,1000,16,5.154293350875378,2.3922426057979465
0,64,1,1,SVC,1000,16,4.888582886196673,2.3363346504047513
1,64,0,0,SVC,1000,16,5.480036448687315,2.50471153203398
1,64,0,1,SVC,1000,16,4.881952665746212,2.312739002518356
0,64,1,0,SVC,2000,16,10.06230016797781,3.4208988565951586
0,64,1,1,SVC,2000,16,10.620663133449852,3.4947907719761133
1,64,0,0,SVC,2000,16,10.410010470077395,3.5534478053450584
1,64,0,1,SVC,2000,16,9.99141359794885,3.599714683368802
0,64,1,0,SVC,4000,16,25.504613135941327,6.283110057003796
0,64,1,1,SVC,4000,16,26.849435422569513,6.440009186044335
1,64,0,0,SVC,4000,16,27.803188792429864,6.346693760715425
1,64,0,1,SVC,4000,16,24.28764057252556,6.322043041698635
0,64,1,0,SVC,8000,16,74.92790285125375,10.909104326739907
0,64,1,1,SVC,8000,16,82.48053912445903,11.60267473757267
1,64,0,0,SVC,8000,16,83.70600340235978,10.980798302218318
1,64,0,1,SVC,8000,16,69.06341386493295,10.8756656749174
0,64,1,0,SVC,16000,16,276.5789942406118,20.928766591474414
0,64,1,1,SVC,16000,16,329.0990671766922,21.15193583909422
1,64,0,0,SVC,16000,16,356.2638010699302,21.176255797035992
1,64,0,1,SVC,16000,16,236.49474862311035,22.16003223415464
0,64,1,0,SVC,1000,32,7.255740913562477,4.219824177213013
0,64,1,1,SVC,1000,32,6.1121976263821125,3.19830818567425
1,64,0,0,SVC,1000,32,5.979325742460787,3.303290211595595
1,64,0,1,SVC,1000,32,6.314974136650562,3.5714417127892375
0,64,1,0,SVC,2000,32,11.313066458329558,4.461532526649535
0,64,1,1,SVC,2000,32,11.285726320929825,4.838610842823982
1,64,0,0,SVC,2000,32,11.837711199186742,4.740170558914542
1,64,0,1,SVC,2000,32,11.10586906131357,4.670084995217621
0,64,1,0,SVC,4000,32,26.89766695909202,7.037834271788597
0,64,1,1,SVC,4000,32,27.897959706373513,7.289890952408314
1,64,0,0,SVC,4000,32,28.528017344884574,6.928879083134234
1,64,0,1,SVC,4000,32,25.469105733558536,7.224666619673371
0,64,1,0,SVC,8000,32,78.37627608515322,11.838636272586882
0,64,1,1,SVC,8000,32,86.5515734758228,12.088311784900725
1,64,0,0,SVC,8000,32,87.89203668106347,11.518158435821533
1,64,0,1,SVC,8000,32,69.25271036382765,11.544248743914068
0,64,1,0,SVC,16000,32,268.1639025583863,21.908053561113775
0,64,1,1,SVC,16000,32,332.65684036538005,22.30961848143488
1,64,0,0,SVC,16000,32,340.8872722713277,22.533436574973166
1,64,0,1,SVC,16000,32,232.56984587106854,21.89139419607818
