point,features,class,target,classifier,population_size,workers,time,time_std,ptime,ptime_std
0,32,0,0,RandomForestClassifier,1000,1,58.4993246765,0.2482265324999986,29.187257883,0.12479794099999708
0,32,0,1,RandomForestClassifier,1000,1,57.726856812,0.06897854399998238,28.8127929535,0.03459015449998759
1,32,1,0,RandomForestClassifier,1000,1,57.762664217499974,0.07052947150003774,28.83017691349997,0.03473977050003896
1,32,1,1,RandomForestClassifier,1000,1,57.4540428425,0.22088607550003303,28.667901328499994,0.10981537850003065
2,32,0,0,RandomForestClassifier,1000,1,57.61321189300007,0.22127420700009282,28.74724502000005,0.11046467000009841
2,32,0,1,RandomForestClassifier,1000,1,57.61887600500003,0.2124466059999861,28.758440785000033,0.10660270200000355
3,32,1,0,RandomForestClassifier,1000,1,57.892692407,0.0999400570000546,28.89290120550001,0.0499385565000523
3,32,1,1,RandomForestClassifier,1000,1,57.34436044300003,0.281688140999961,28.61354528700005,0.14021095799998307
4,32,0,0,RandomForestClassifier,1000,1,57.617660860500166,0.25073360550010193,28.74987819500015,0.12562192700008268
4,32,0,1,RandomForestClassifier,1000,1,57.64281575050012,0.12403190449998647,28.767935018000173,0.06124554299998408
0,32,0,0,RandomForestClassifier,2000,1,115.79163585250006,0.31665272450010207,57.77493044900007,0.15826627200010535
0,32,0,1,RandomForestClassifier,2000,1,115.38257766900006,0.3490657600001441,57.58905518150004,0.17366887650007357
1,32,1,0,RandomForestClassifier,2000,1,120.44288907899994,4.205118234999929,60.105978808999964,2.0938259469999707
1,32,1,1,RandomForestClassifier,2000,1,122.09331332700037,0.16616089900014686,60.905620452000335,0.08077570100010689
2,32,0,0,RandomForestClassifier,2000,1,123.10913584600007,2.871322292000059,61.40970169449997,1.4337253885000791
2,32,0,1,RandomForestClassifier,2000,1,127.26877735000005,1.8369102160003195,63.510572243999945,0.9104654900003197
3,32,1,0,RandomForestClassifier,2000,1,125.00922453099997,0.05234498400022858,62.39011879249995,0.025118547500255772
3,32,1,1,RandomForestClassifier,2000,1,124.7715283785002,0.04736763649987097,62.24676402900013,0.020225238999955764
4,32,0,0,RandomForestClassifier,2000,1,128.17004144900022,0.3435782370005427,63.94007897550023,0.16799345450044711
4,32,0,1,RandomForestClassifier,2000,1,127.09428374850017,1.1670308975001262,63.41386942600025,0.5768964710000546
0,32,0,0,RandomForestClassifier,4000,1,235.1158330190001,1.983061649000092,117.31007939950018,0.9924441574999037
0,32,0,1,RandomForestClassifier,4000,1,233.0449032954998,1.4248841785001787,116.29703100649976,0.6969368845002464
1,32,1,0,RandomForestClassifier,4000,1,230.70244871649948,0.010424578499169002,115.14811397399944,0.0044477279993770935
1,32,1,1,RandomForestClassifier,4000,1,232.7162658499999,0.22826769700054683,116.11071438749991,0.11342421950052994
2,32,0,0,RandomForestClassifier,4000,1,232.92052507299945,0.8249513570006002,116.21132575949946,0.4123295445003805
2,32,0,1,RandomForestClassifier,4000,1,233.88534447550023,0.24964285949931764,116.72964523500013,0.12618917899953885
3,32,1,0,RandomForestClassifier,4000,1,232.34434644599924,0.187935075000496,115.95202611949935,0.09393166050040236
3,32,1,1,RandomForestClassifier,4000,1,231.952026824001,0.3779882309997902,115.728020164501,0.18840549649962668
4,32,0,0,RandomForestClassifier,4000,1,232.2297025070004,1.0326368939988697,115.8649922660004,0.5152205029987726
4,32,0,1,RandomForestClassifier,4000,1,232.10074407899924,1.3560405320010886,115.82900021949922,0.6782585675011887
0,32,0,0,RandomForestClassifier,8000,1,465.2165547870004,1.4756076199996642,232.07396386350047,0.7257352514998274
0,32,0,1,RandomForestClassifier,8000,1,465.4556552784993,0.8192290954989403,232.27408980899918,0.3959105279986943
1,32,1,0,RandomForestClassifier,8000,1,465.20174116499993,0.609656286999325,232.1516953724995,0.29237396249936864
1,32,1,1,RandomForestClassifier,8000,1,467.1240211350005,0.5756063329999961,233.0366217775004,0.2879596984998898
2,32,0,0,RandomForestClassifier,8000,1,464.5332736345008,0.2176296054985869,231.72886256350102,0.12401194549875072
2,32,0,1,RandomForestClassifier,8000,1,465.23938305199954,0.17220915100187995,232.1636204599995,0.10019345900172993
3,32,1,0,RandomForestClassifier,8000,1,465.8599805694985,0.6147970294996412,232.46995336099826,0.30708833999960916
3,32,1,1,RandomForestClassifier,8000,1,462.8335157009992,0.1388136990003659,230.8826702099991,0.08137985200073672
4,32,0,0,RandomForestClassifier,8000,1,465.9762970399988,0.8442841820015019,232.4476198734992,0.41132541250135546
4,32,0,1,RandomForestClassifier,8000,1,461.5972251130006,0.7791748279996682,230.3313359720014,0.38635704399894166
0,32,0,0,RandomForestClassifier,16000,1,921.8078854814985,2.652657645500767,459.7494346204985,1.3295746474996122
0,32,0,1,RandomForestClassifier,16000,1,926.7565827264989,1.2945359455006837,462.4140672499989,0.6422061439998288
1,32,1,0,RandomForestClassifier,16000,1,944.3584945074981,4.073361782500797,471.250381472998,2.0320272530016155
1,32,1,1,RandomForestClassifier,16000,1,957.4528932579988,19.669884074000038,477.5774442405,9.847527565500059
2,32,0,0,RandomForestClassifier,16000,1,938.274865213999,6.361004810995837,467.9943910514994,3.1799180864964
2,32,0,1,RandomForestClassifier,16000,1,955.1279789545015,22.002676339500795,476.59595633200206,10.981621185000222
3,32,1,0,RandomForestClassifier,16000,1,966.7043271539997,3.2751346790018943,482.32786908449907,1.6273151865016189
3,32,1,1,RandomForestClassifier,16000,1,947.2699988609993,7.894502841999383,472.4811319680002,3.9638382299990553
4,32,0,0,RandomForestClassifier,16000,1,947.1610759754967,18.731340890501087,472.41878355699737,9.365099151000322
