point,features,class,target,classifier,population_size,workers,time,ptime
0,64,1,0,SVC,1000,1,2.835182568989694,2.6052840650081635
0,64,1,1,SVC,1000,1,2.8093658396974206,2.565730020403862
1,64,0,0,SVC,1000,1,2.920168489217758,2.666933591477573
1,64,0,1,SVC,1000,1,2.8262139270082116,2.646239516325295
0,64,1,0,SVC,2000,1,5.678455535322428,5.208945708349347
0,64,1,1,SVC,2000,1,5.95241242274642,5.411847294308245
1,64,0,0,SVC,2000,1,5.840326379053295,5.293594646267593
1,64,0,1,SVC,2000,1,5.825283927842975,5.455926186405122
0,64,1,0,SVC,4000,1,11.419061313383281,10.443387030623853
0,64,1,1,SVC,4000,1,11.379104256629944,10.356693517416716
1,64,0,0,SVC,4000,1,11.641518047079444,10.584881316870451
1,64,0,1,SVC,4000,1,11.745594324544072,10.978931880556047
0,64,1,0,SVC,8000,1,22.77027935348451,20.769335882738233
0,64,1,1,SVC,8000,1,23.796345052309334,21.63358691520989
1,64,0,0,SVC,8000,1,23.622958690859377,21.303035940043628
1,64,0,1,SVC,8000,1,22.664253423921764,21.069614324718714
0,64,1,0,SVC,16000,1,46.44300997816026,42.186508721672
0,64,1,1,SVC,16000,1,47.27531233616173,42.46649888716638
1,64,0,0,SVC,16000,1,46.418788343667984,41.72315905801952
1,64,0,1,SVC,16000,1,46.80462286993861,43.427606294862926
0,64,1,0,SVC,1000,2,2.0645966697484255,1.5809783209115267
0,64,1,1,SVC,1000,2,2.0636131120845675,1.5820763353258371
1,64,0,0,SVC,1000,2,2.05357270501554,1.5271779196336865
1,64,0,1,SVC,1000,2,1.8961683055385947,1.5304707325994968
0,64,1,0,SVC,2000,2,3.579428069293499,2.9998359736055136
0,64,1,1,SVC,2000,2,3.6625399282202125,2.987296622246504
1,64,0,0,SVC,2000,2,3.61610144097358,3.0073549626395106
1,64,0,1,SVC,2000,2,3.60965187381953,2.9743159459903836
0,64,1,0,SVC,4000,2,7.080412377603352,6.027639519423246
0,64,1,1,SVC,4000,2,7.217695010825992,6.079931074753404
1,64,0,0,SVC,4000,2,7.229916654527187,6.074005136266351
1,64,0,1,SVC,4000,2,6.9622372053563595,6.12796030100435
0,64,1,0,SVC,8000,2,14.201805752702057,12.09517044108361
0,64,1,1,SVC,8000,2,14.06591703556478,11.793828489258885
1,64,0,0,SVC,8000,2,14.094217697158456,11.767835916951299
1,64,0,1,SVC,8000,2,13.895612051710486,12.187261831015348
0,64,1,0,SVC,16000,2,27.77250978257507,23.325486580841243
0,64,1,1,SVC,16000,2,28.679260005243123,23.707231806591153
1,64,0,0,SVC,16000,2,28.214417812414467,23.422049222514033
1,64,0,1,SVC,16000,2,27.34052493236959,23.734951592981815
0,64,1,0,SVC,1000,4,1.338144825771451,0.871273098513484
0,64,1,1,SVC,1000,4,1.2763242134824395,0.8325058910995722
1,64,0,0,SVC,1000,4,1.2196527048945427,0.842265441082418
1,64,0,1,SVC,1000,4,1.2046581702306867,0.8975759986788034
0,64,1,0,SVC,2000,4,2.159308349713683,1.5653377762064338
0,64,1,1,SVC,2000,4,2.5111904749646783,1.8279176717624068
1,64,0,0,SVC,2000,4,2.1813462553545833,1.5647523244842887
1,64,0,1,SVC,2000,4,2.13842848315835,1.6607201928272843
0,64,1,0,SVC,4000,4,4.173319412395358,3.0981689896434546
0,64,1,1,SVC,4000,4,4.37211549654603,3.1528864512220025
1,64,0,0,SVC,4000,4,4.337503689341247,3.160218955948949
1,64,0,1,SVC,4000,4,3.964029099792242,3.0855285432189703
0,64,1,0,SVC,8000,4,8.462214682251215,6.27196304872632
0,64,1,1,SVC,8000,4,8.406694642268121,6.173358236439526
1,64,0,0,SVC,8000,4,8.632404195144773,6.246942602097988
1,64,0,1,SVC,8000,4,7.9968603532761335,6.306130941025913
0,64,1,0,SVC,16000,4,17.247219735756516,12.583657609298825
0,64,1,1,SVC,16000,4,17.55753604788333,12.633158123120666
1,64,0,0,SVC,16000,4,17.605928357690573,12.59483470581472
1,64,0,1,SVC,16000,4,16.504329414106905,12.8495526118204
0,64,1,0,SVC,1000,8,1.0676365233957767,0.5812931191176176
0,64,1,1,SVC,1000,8,1.1682788394391537,0.705230301246047
1,64,0,0,SVC,1000,8,1.0460948990657926,0.5776780359447002
1,64,0,1,SVC,1000,8,0.9708107616752386,0.5616963980719447
0,64,1,0,SVC,2000,8,1.6812376584857702,0.9561793683096766
0,64,1,1,SVC,2000,8,1.8449211874976754,1.0296846078708768
1,64,0,0,SVC,2000,8,1.7457292843610048,1.0112225143238902
1,64,0,1,SVC,2000,8,1.577392346225679,1.0119402529671788
0,64,1,0,SVC,4000,8,3.261486293748021,1.9138049250468612
0,64,1,1,SVC,4000,8,3.1943892622366548,1.9393954770639539
1,64,0,0,SVC,4000,8,2.9405682934448123,1.7381040519103408
1,64,0,1,SVC,4000,8,2.8521569035947323,1.878957667388022
0,64,1,0,SVC,8000,8,6.08410335239023,3.7248133616521955
0,64,1,1,SVC,8000,8,5.728896322660148,3.335007406771183
1,64,0,0,SVC,8000,8,6.189222815446556,3.6683028768748045
1,64,0,1,SVC,8000,8,5.482209994457662,3.593156165443361
0,64,1,0,SVC,16000,8,11.655154831707478,6.984840578399599
0,64,1,1,SVC,16000,8,13.035857329145074,7.658578163944185
1,64,0,0,SVC,16000,8,11.94557245913893,6.787498975172639
1,64,0,1,SVC,16000,8,11.24519592616707,7.293797584250569
0,64,1,0,SVC,1000,16,1.2879831790924072,0.618975231423974
0,64,1,1,SVC,1000,16,1.28223065007478,0.6494299657642841
1,64,0,0,SVC,1000,16,1.358348809182644,0.6636275630444288
1,64,0,1,SVC,1000,16,1.1945976167917252,0.6056290157139301
0,64,1,0,SVC,2000,16,1.8198130633682013,0.9141597216948867
0,64,1,1,SVC,2000,16,1.850578767247498,0.8448734609410167
1,64,0,0,SVC,2000,16,1.9484069710597396,0.9117494327947497
1,64,0,1,SVC,2000,16,1.6841059075668454,0.811901118606329
0,64,1,0,SVC,4000,16,2.976627212949097,1.4601158909499645
0,64,1,1,SVC,4000,16,3.1481719855219126,1.626525574363768
1,64,0,0,SVC,4000,16,2.970149327069521,1.3710717093199492
1,64,0,1,SVC,4000,16,2.898484750650823,1.5665861470624804
0,64,1,0,SVC,8000,16,5.3726768139749765,2.65842860750854
0,64,1,1,SVC,8000,16,5.317098170518875,2.52857113070786
1,64,0,0,SVC,8000,16,5.634689884260297,2.7117529083043337
1,64,0,1,SVC,8000,16,4.413222364149988,2.4176149303093553
0,64,1,0,SVC,16000,16,10.677107954397798,5.528573925606906
0,64,1,1,SVC,16000,16,9.866134287789464,4.728654799051583
1,64,0,0,SVC,16000,16,9.805539045482874,4.775193613953888
1,64,0,1,SVC,16000,16,9.558001665398479,5.376373139210045
0,64,1,0,SVC,1000,32,1.9623697930946946,0.7846464700996876
0,64,1,1,SVC,1000,32,1.8895786991342902,0.7025009300559759
1,64,0,0,SVC,1000,32,1.73993097897619,0.6528215240687132
1,64,0,1,SVC,1000,32,1.6932605654001236,0.6316146207973361
0,64,1,0,SVC,2000,32,2.409965773113072,0.9178931266069412
0,64,1,1,SVC,2000,32,2.5404712734743953,0.9091123873367906
1,64,0,0,SVC,2000,32,2.425505429506302,0.9337277607992291
1,64,0,1,SVC,2000,32,2.1903583677485585,0.8351895771920681
0,64,1,0,SVC,4000,32,3.207437491044402,1.1449285317212343
0,64,1,1,SVC,4000,32,3.8006905680522323,1.6357633545994759
1,64,0,0,SVC,4000,32,3.385134662501514,1.1854320019483566
1,64,0,1,SVC,4000,32,3.602224544622004,1.697766569443047
0,64,1,0,SVC,8000,32,4.9630301566794515,2.057371459901333
0,64,1,1,SVC,8000,32,5.332960428670049,2.028645809739828
1,64,0,0,SVC,8000,32,5.11810243781656,1.9740382945165038
1,64,0,1,SVC,8000,32,4.5748897939920425,2.162398344837129
0,64,1,0,SVC,16000,32,9.748128884471953,3.7449211217463017
0,64,1,1,SVC,16000,32,10.939137385226786,4.385894944891334
1,64,0,0,SVC,16000,32,9.972903207875788,3.9295830773189664
1,64,0,1,SVC,16000,32,9.013535348698497,4.099600052461028
