point,features,class,target,classifier,population_size,workers,time,ptime
0,64,1,0,MLPClassifier,1000,1,3.602028004000008,1.6719695980000076
0,64,1,1,MLPClassifier,1000,1,3.100259701000006,1.4226040690000055
1,64,0,0,MLPClassifier,1000,1,3.30356308,1.5303252070000006
1,64,0,1,MLPClassifier,1000,1,3.0993049489999898,1.4417395499999905
0,64,1,0,MLPClassifier,2000,1,6.299348910000017,2.919944021000017
0,64,1,1,MLPClassifier,2000,1,6.4274938840000075,2.9635748570000047
1,64,0,0,MLPClassifier,2000,1,6.24461836399999,2.873615957999988
1,64,0,1,MLPClassifier,2000,1,6.450128599999992,3.0041752599999896
0,64,1,0,MLPClassifier,4000,1,12.608328291,5.833101798000001
0,64,1,1,MLPClassifier,4000,1,12.585840968000007,5.7917817690000035
1,64,0,0,MLPClassifier,4000,1,12.64472358899998,5.80925973199998
1,64,0,1,MLPClassifier,4000,1,12.58637637399999,5.845918693999984
0,64,1,0,MLPClassifier,8000,1,25.876855817000035,11.927802679000038
0,64,1,1,MLPClassifier,8000,1,25.767794004000024,11.815861098000013
1,64,0,0,MLPClassifier,8000,1,24.882771473999952,11.365336536999948
1,64,0,1,MLPClassifier,8000,1,25.258540333000013,11.716916085000008
0,64,1,0,MLPClassifier,16000,1,51.971479457999976,23.851646723999963
0,64,1,1,MLPClassifier,16000,1,51.01745500299998,23.17814065899998
1,64,0,0,MLPClassifier,16000,1,51.379946622999995,23.37720238
1,64,0,1,MLPClassifier,16000,1,50.902266245999954,23.457040365999973
0,64,1,0,MLPClassifier,1000,2,1.5613613120000038,0.9700000000000001
0,64,1,1,MLPClassifier,1000,2,1.370374077000014,0.8500000000000001
1,64,0,0,MLPClassifier,1000,2,1.3005699950000054,0.83
1,64,0,1,MLPClassifier,1000,2,1.3208209069999999,0.8300000000000002
0,64,1,0,MLPClassifier,2000,2,2.281403295000005,1.6100000000000003
0,64,1,1,MLPClassifier,2000,2,2.3741219189999994,1.6199999999999999
1,64,0,0,MLPClassifier,2000,2,2.3234821049999983,1.58
1,64,0,1,MLPClassifier,2000,2,2.310385140000009,1.61
0,64,1,0,MLPClassifier,4000,2,4.540328930999995,3.2399999999999993
0,64,1,1,MLPClassifier,4000,2,5.117346046000002,3.54
1,64,0,0,MLPClassifier,4000,2,4.765687385999985,3.3
1,64,0,1,MLPClassifier,4000,2,4.642116597000008,3.34
0,64,1,0,MLPClassifier,8000,2,9.34099655,6.560000000000001
0,64,1,1,MLPClassifier,8000,2,9.419860123999987,6.49
1,64,0,0,MLPClassifier,8000,2,9.358075111999998,6.410000000000001
1,64,0,1,MLPClassifier,8000,2,9.153829796999997,6.480000000000001
0,64,1,0,MLPClassifier,16000,2,18.560370030999962,12.780000000000001
