point,features,class,target,classifier,population_size,workers,time,ptime
0,64,0,0,RandomForestClassifier,1000,1,42.94312552548945,42.688004383817315
0,64,0,1,RandomForestClassifier,1000,1,43.24411121942103,42.99609776493162
1,64,1,0,RandomForestClassifier,1000,1,42.69748628884554,42.447464416734874
1,64,1,1,RandomForestClassifier,1000,1,45.10413678921759,44.85266126785427
0,64,0,0,RandomForestClassifier,2000,1,89.06050101015717,88.55004300735891
0,64,0,1,RandomForestClassifier,2000,1,87.63083470799029,87.11399638652802
1,64,1,0,RandomForestClassifier,2000,1,87.08927613310516,86.59694085642695
1,64,1,1,RandomForestClassifier,2000,1,88.81979092024267,88.30703224800527
0,64,0,0,RandomForestClassifier,4000,1,173.35725012421608,172.32254176028073
0,64,0,1,RandomForestClassifier,4000,1,171.7300203666091,170.6783897075802
1,64,1,0,RandomForestClassifier,4000,1,174.93276212830096,173.91720904037356
1,64,1,1,RandomForestClassifier,4000,1,177.10576520301402,176.06070113927126
0,64,0,0,RandomForestClassifier,8000,1,344.82754538208246,342.67915152944624
0,64,0,1,RandomForestClassifier,8000,1,340.0759710241109,337.8876710254699
1,64,1,0,RandomForestClassifier,8000,1,341.20791867002845,339.0864199846983
1,64,1,1,RandomForestClassifier,8000,1,343.0697757899761,340.9157093251124
0,64,0,0,RandomForestClassifier,16000,1,680.0733336573467,675.5328767979518
0,64,0,1,RandomForestClassifier,16000,1,693.5303047541529,688.7775599434972
1,64,1,0,RandomForestClassifier,16000,1,691.2035574745387,686.523764077574
1,64,1,1,RandomForestClassifier,16000,1,692.4458994427696,687.8075421694666
0,64,0,0,RandomForestClassifier,1000,2,23.73906470835209,23.100921366363764
0,64,0,1,RandomForestClassifier,1000,2,24.220762129873037,23.60300173982978
1,64,1,0,RandomForestClassifier,1000,2,23.525546421296895,22.903912373818457
1,64,1,1,RandomForestClassifier,1000,2,23.854728747159243,23.308387521654367
0,64,0,0,RandomForestClassifier,2000,2,45.43225475400686,44.72009218111634
0,64,0,1,RandomForestClassifier,2000,2,46.26089848391712,45.46690530050546
1,64,1,0,RandomForestClassifier,2000,2,46.229704078286886,45.44342556037009
1,64,1,1,RandomForestClassifier,2000,2,45.54368045553565,44.83751001954079
0,64,0,0,RandomForestClassifier,4000,2,89.56310405116528,88.39752449840307
0,64,0,1,RandomForestClassifier,4000,2,90.64186835847795,89.53721777163446
1,64,1,0,RandomForestClassifier,4000,2,89.9001707052812,88.79548262059689
1,64,1,1,RandomForestClassifier,4000,2,89.60588549543172,88.45182858593762
0,64,0,0,RandomForestClassifier,8000,2,178.67846271116287,176.42078781034797
0,64,0,1,RandomForestClassifier,8000,2,180.7221945244819,178.37615465000272
1,64,1,0,RandomForestClassifier,8000,2,176.51010377611965,174.30546392127872
1,64,1,1,RandomForestClassifier,8000,2,175.97860987763852,173.7695854799822
0,64,0,0,RandomForestClassifier,16000,2,357.7605026848614,352.9082158934325
0,64,0,1,RandomForestClassifier,16000,2,350.7613012595102,346.0738180298358
1,64,1,0,RandomForestClassifier,16000,2,363.36407907120883,358.46173852775246
