point,features,class,target,classifier,population_size,workers,time,ptime
0,64,1,0,SVC,1000,1,2.846226403489709,2.6182749764993787
0,64,1,1,SVC,1000,1,2.8581837685778737,2.6090733567252755
1,64,0,0,SVC,1000,1,2.887494799681008,2.63679729308933
1,64,0,1,SVC,1000,1,2.8257460985332727,2.615143113769591
0,64,1,0,SVC,2000,1,5.700448743999004,5.217880051583052
0,64,1,1,SVC,2000,1,5.753064479678869,5.252301414497197
1,64,0,0,SVC,2000,1,5.6952167535200715,5.189722592011094
1,64,0,1,SVC,2000,1,5.572958372533321,5.218417725525796
0,64,1,0,SVC,4000,1,11.312240093946457,10.383516162633896
0,64,1,1,SVC,4000,1,11.437669269740582,10.4165981952101
1,64,0,0,SVC,4000,1,11.321237748488784,10.298556788824499
1,64,0,1,SVC,4000,1,11.16251582838595,10.443486459553242
0,64,1,0,SVC,8000,1,22.850124861113727,20.84512365050614
0,64,1,1,SVC,8000,1,23.020488866604865,20.870060056447983
1,64,0,0,SVC,8000,1,22.913658557459712,20.740742437541485
1,64,0,1,SVC,8000,1,22.52882878948003,20.980798515491188
0,64,1,0,SVC,16000,1,45.875077329576015,41.612472833134234
0,64,1,1,SVC,16000,1,46.30454306676984,41.71596414782107
1,64,0,0,SVC,16000,1,46.439782745204866,41.77290254831314
1,64,0,1,SVC,16000,1,45.469513298012316,42.191736076027155
0,64,1,0,SVC,1000,2,2.0943265929818153,1.5268180640414357
0,64,1,1,SVC,1000,2,2.0024810805916786,1.490184273570776
1,64,0,0,SVC,1000,2,2.029490568675101,1.489488622173667
1,64,0,1,SVC,1000,2,1.9699196051806211,1.5195534620434046
0,64,1,0,SVC,2000,2,3.7403738778084517,3.0293956082314253
0,64,1,1,SVC,2000,2,3.626389257609844,2.9789229007437825
1,64,0,0,SVC,2000,2,3.6624980503693223,2.913852507248521
1,64,0,1,SVC,2000,2,3.593896683305502,2.968627355992794
0,64,1,0,SVC,4000,2,6.946860705502331,5.933754988014698
0,64,1,1,SVC,4000,2,7.104579799808562,6.002898440696299
1,64,0,0,SVC,4000,2,6.983752605505288,5.877819406799972
1,64,0,1,SVC,4000,2,6.711975613608956,5.927810846827924
0,64,1,0,SVC,8000,2,13.668912735767663,11.610408291220665
0,64,1,1,SVC,8000,2,13.99155043810606,11.797439113259315
1,64,0,0,SVC,8000,2,13.829594087786973,11.625713467597961
1,64,0,1,SVC,8000,2,13.360635543242097,11.7056078966707
0,64,1,0,SVC,16000,2,27.3426990583539,22.963099589571357
0,64,1,1,SVC,16000,2,27.663192238658667,22.995816694572568
1,64,0,0,SVC,16000,2,27.566626938059926,22.85132209584117
1,64,0,1,SVC,16000,2,26.65894642099738,23.315324103459716
0,64,1,0,SVC,1000,4,1.3365113204345107,0.8359667109325528
0,64,1,1,SVC,1000,4,1.29365639295429,0.8163752248510718
1,64,0,0,SVC,1000,4,1.2917316434904933,0.8063542433083057
1,64,0,1,SVC,1000,4,1.2464229119941592,0.8180802185088396
0,64,1,0,SVC,2000,4,2.151569570414722,1.5751005681231618
0,64,1,1,SVC,2000,4,2.17270355951041,1.5412685256451368
1,64,0,0,SVC,2000,4,2.331571524962783,1.723617666400969
1,64,0,1,SVC,2000,4,2.3188015911728144,1.655423279851675
0,64,1,0,SVC,4000,4,4.09203121624887,3.038496345281601
0,64,1,1,SVC,4000,4,4.21773387119174,3.0897446116432548
1,64,0,0,SVC,4000,4,4.195274233818054,3.0455493284389377
1,64,0,1,SVC,4000,4,4.078993639908731,3.1332943392917514
0,64,1,0,SVC,8000,4,8.19353597983718,6.129358519800007
0,64,1,1,SVC,8000,4,8.524039211682975,6.211393958888948
1,64,0,0,SVC,8000,4,8.292174184694886,5.988943675532937
1,64,0,1,SVC,8000,4,7.9981575505808,6.329836477525532
0,64,1,0,SVC,16000,4,16.704780660569668,12.279853273183107
0,64,1,1,SVC,16000,4,16.90177035983652,12.19084352441132
1,64,0,0,SVC,16000,4,17.183976577594876,12.367442273534834
1,64,0,1,SVC,16000,4,15.87612981069833,12.42686280515045
0,64,1,0,SVC,1000,8,1.0492797289043665,0.5650392919778824
0,64,1,1,SVC,1000,8,1.157546291127801,0.687033231370151
1,64,0,0,SVC,1000,8,1.1275815730914474,0.5862867003306746
1,64,0,1,SVC,1000,8,1.038930238224566,0.5787873044610023
0,64,1,0,SVC,2000,8,1.7089703502133489,1.0068729296326637
0,64,1,1,SVC,2000,8,1.6727311806753278,0.9318576399236917
1,64,0,0,SVC,2000,8,1.7590961316600442,1.013102755881846
1,64,0,1,SVC,2000,8,1.5533819599077106,0.9381668176501989
0,64,1,0,SVC,4000,8,3.0526918498799205,1.867845131084323
0,64,1,1,SVC,4000,8,3.464419424533844,2.073609486222267
1,64,0,0,SVC,4000,8,3.1076336381956935,1.8104509208351374
1,64,0,1,SVC,4000,8,2.9035884896293283,1.9153103297576308
0,64,1,0,SVC,8000,8,6.037086762487888,3.60555571410805
0,64,1,1,SVC,8000,8,5.994805119931698,3.550915328785777
1,64,0,0,SVC,8000,8,6.3271730514243245,3.6743897823616862
1,64,0,1,SVC,8000,8,5.596419210545719,3.6846739994361997
0,64,1,0,SVC,16000,8,11.518540499731898,6.927506593987346
0,64,1,1,SVC,16000,8,12.379747670143843,7.290564063005149
1,64,0,0,SVC,16000,8,12.910532758571208,7.380711716599762
1,64,0,1,SVC,16000,8,12.786631585098803,8.506715088151395
0,64,1,0,SVC,1000,16,1.4248054828494787,0.7028979044407606
0,64,1,1,SVC,1000,16,1.4494255222380161,0.6661858325824142
1,64,0,0,SVC,1000,16,1.4309700159355998,0.7077482491731644
1,64,0,1,SVC,1000,16,1.434362362138927,0.6879445156082511
0,64,1,0,SVC,2000,16,1.878651812672615,0.9295759852975607
0,64,1,1,SVC,2000,16,1.902204031124711,0.8496413826942444
1,64,0,0,SVC,2000,16,2.0428951755166054,1.0256761405616999
1,64,0,1,SVC,2000,16,1.6671424275264144,0.8141953209415078
0,64,1,0,SVC,4000,16,2.9241100009530783,1.3912779968231916
0,64,1,1,SVC,4000,16,3.0850418768823147,1.6508774058893323
1,64,0,0,SVC,4000,16,2.7626178842037916,1.3016945347189903
1,64,0,1,SVC,4000,16,2.8266004556789994,1.563567815348506
0,64,1,0,SVC,8000,16,5.222201682627201,2.6191727444529533
0,64,1,1,SVC,8000,16,5.554090506397188,2.746439691632986
1,64,0,0,SVC,8000,16,5.16206566337496,2.410640208981931
