point,features,class,target,classifier,population_size,workers,time,ptime
0,64,1,1,RandomForestClassifier,1000,1,56.87063644640148,54.3168717212975
1,64,1,1,RandomForestClassifier,1000,1,56.22080758865923,53.766760936006904
0,64,1,1,RandomForestClassifier,2000,1,116.56233880948275,110.25718550477177
1,64,1,1,RandomForestClassifier,2000,1,118.01985105033964,112.07449692953378
0,64,1,1,RandomForestClassifier,4000,1,238.5139716984704,219.10317432601005
1,64,1,1,RandomForestClassifier,4000,1,237.46966047771275,219.73843308445066
0,64,1,1,RandomForestClassifier,8000,1,511.87728482764214,444.01385166402906
1,64,1,1,RandomForestClassifier,8000,1,509.9626257875934,447.30133377574384
0,64,1,1,RandomForestClassifier,16000,1,1189.6503983903676,888.2197116101161
1,64,1,1,RandomForestClassifier,16000,1,1171.1530878143385,892.056122074835
0,64,1,1,RandomForestClassifier,1000,2,32.905958351679146,30.4209114164114
1,64,1,1,RandomForestClassifier,1000,2,32.64149403758347,30.03249461762607
0,64,1,1,RandomForestClassifier,2000,2,63.97695126011968,57.69136541336775
1,64,1,1,RandomForestClassifier,2000,2,63.998482063412666,57.73247278854251
0,64,1,1,RandomForestClassifier,4000,2,134.8825451247394,113.9186236076057
1,64,1,1,RandomForestClassifier,4000,2,132.68315093033016,113.95576397329569
0,64,1,1,RandomForestClassifier,8000,2,301.7412759261206,229.02326068561524
1,64,1,1,RandomForestClassifier,8000,2,292.4035400887951,224.7969438303262
0,64,1,1,RandomForestClassifier,16000,2,736.9964535776526,447.13182333577424
1,64,1,1,RandomForestClassifier,16000,2,697.0304289180785,444.6922231791541
0,64,1,1,RandomForestClassifier,1000,4,19.86499677784741,17.50025716982782
1,64,1,1,RandomForestClassifier,1000,4,20.30335835367441,17.743270536884665
0,64,1,1,RandomForestClassifier,2000,4,39.5768406689167,32.66220645047724
1,64,1,1,RandomForestClassifier,2000,4,39.20856103487313,32.5117317372933
0,64,1,1,RandomForestClassifier,4000,4,80.3447874924168,59.383076298981905
1,64,1,1,RandomForestClassifier,4000,4,78.37052717711776,59.61175891570747
0,64,1,1,RandomForestClassifier,8000,4,182.2095166137442,114.97546959482133
1,64,1,1,RandomForestClassifier,8000,4,181.66476003453135,114.9233337873593
0,64,1,1,RandomForestClassifier,16000,4,528.0755565632135,229.4617027407512
1,64,1,1,RandomForestClassifier,16000,4,497.2806010758504,228.31015620939434
0,64,1,1,RandomForestClassifier,1000,8,18.032934593968093,15.52737686317414
1,64,1,1,RandomForestClassifier,1000,8,17.853888196870685,15.26164386793971
0,64,1,1,RandomForestClassifier,2000,8,27.489410900510848,20.825932434760034
1,64,1,1,RandomForestClassifier,2000,8,28.201063629239798,21.19388804025948
0,64,1,1,RandomForestClassifier,4000,8,54.30390690919012,35.54850414674729
1,64,1,1,RandomForestClassifier,4000,8,53.80255142599344,35.377561908215284
0,64,1,1,RandomForestClassifier,8000,8,132.96394177433103,65.1732778782025
1,64,1,1,RandomForestClassifier,8000,8,130.13784982264042,64.59088020771742
0,64,1,1,RandomForestClassifier,16000,8,430.41227424517274,120.88930990640074
1,64,1,1,RandomForestClassifier,16000,8,381.5155752059072,122.27232183422893
0,64,1,1,RandomForestClassifier,1000,16,27.228850175626576,24.595168768428266
1,64,1,1,RandomForestClassifier,1000,16,26.23722447361797,23.667948537506163
0,64,1,1,RandomForestClassifier,2000,16,37.05508324690163,30.21319537330419
1,64,1,1,RandomForestClassifier,2000,16,46.35429040621966,39.78037161938846
0,64,1,1,RandomForestClassifier,4000,16,55.48189019970596,35.66245169378817
1,64,1,1,RandomForestClassifier,4000,16,57.76406184770167,37.98864362947643
0,64,1,1,RandomForestClassifier,8000,16,111.37460026703775,45.05344546958804
1,64,1,1,RandomForestClassifier,8000,16,110.89182907994837,45.74182452633977
0,64,1,1,RandomForestClassifier,16000,16,371.4534107167274,74.04640887491405
1,64,1,1,RandomForestClassifier,16000,16,338.19398239813745,76.26349634677172
0,64,1,1,RandomForestClassifier,1000,32,46.986824412830174,44.25252484623343
1,64,1,1,RandomForestClassifier,1000,32,46.935316417366266,44.04206018149853
0,64,1,1,RandomForestClassifier,2000,32,55.14035708364099,48.17196067608893
1,64,1,1,RandomForestClassifier,2000,32,55.62883977685124,48.63940182700753
0,64,1,1,RandomForestClassifier,4000,32,76.64469355624169,56.6736251488328
1,64,1,1,RandomForestClassifier,4000,32,98.34092656429857,78.82599307782948
0,64,1,1,RandomForestClassifier,8000,32,140.37934183236212,68.31737839151174
1,64,1,1,RandomForestClassifier,8000,32,137.48915434163064,69.90122096054256
0,64,1,1,RandomForestClassifier,16000,32,394.5042294897139,81.28121259622276
1,64,1,1,RandomForestClassifier,16000,32,346.01507815904915,79.11556558217853
