point,features,class,target,classifier,population_size,workers,time,ptime
0,64,1,0,RandomForestClassifier,1000,1,55.35056498274207,52.900084181688726
0,64,1,1,RandomForestClassifier,1000,1,55.43638940528035,53.15636962093413
1,64,0,0,RandomForestClassifier,1000,1,55.35736210271716,53.03680248744786
1,64,0,1,RandomForestClassifier,1000,1,55.40701732505113,53.00434430129826
0,64,1,0,RandomForestClassifier,2000,1,112.12434479501098,106.31847629602998
0,64,1,1,RandomForestClassifier,2000,1,112.00033260323107,105.50350592751056
1,64,0,0,RandomForestClassifier,2000,1,112.54037340171635,106.44256430491805
1,64,0,1,RandomForestClassifier,2000,1,113.8634567419067,107.42632380500436
0,64,1,0,RandomForestClassifier,4000,1,240.854436901398,224.18021625000983
0,64,1,1,RandomForestClassifier,4000,1,242.0266330325976,220.97806170210242
1,64,0,0,RandomForestClassifier,4000,1,235.73936780169606,217.25586199574172
1,64,0,1,RandomForestClassifier,4000,1,240.20626662671566,220.9440620439127
0,64,1,0,RandomForestClassifier,8000,1,488.27894206065685,434.54453323502094
0,64,1,1,RandomForestClassifier,8000,1,510.4915540507063,439.0687961485237
1,64,0,0,RandomForestClassifier,8000,1,498.20554881356657,432.14868713729084
1,64,0,1,RandomForestClassifier,8000,1,494.94360205810517,424.46536721568555
0,64,1,0,RandomForestClassifier,16000,1,1037.6879501231015,848.3873797720298
0,64,1,1,RandomForestClassifier,16000,1,1157.004183976911,847.9546475419775
1,64,0,0,RandomForestClassifier,16000,1,1125.5481344033033,854.362456522882
1,64,0,1,RandomForestClassifier,16000,1,1112.1661530174315,856.1945452522486
0,64,1,0,RandomForestClassifier,1000,2,31.857073792256415,29.53167019970715
0,64,1,1,RandomForestClassifier,1000,2,31.98962124902755,29.463651954196393
1,64,0,0,RandomForestClassifier,1000,2,31.66061538644135,29.35022826027125
1,64,0,1,RandomForestClassifier,1000,2,31.94047984946519,29.314767966978252
0,64,1,0,RandomForestClassifier,2000,2,62.370921469293535,56.58627198636532
0,64,1,1,RandomForestClassifier,2000,2,62.774123282171786,56.55407761596143
1,64,0,0,RandomForestClassifier,2000,2,63.25773214735091,56.97683672979474
1,64,0,1,RandomForestClassifier,2000,2,62.957023589871824,56.69105985574424
0,64,1,0,RandomForestClassifier,4000,2,127.78001213818789,110.91417118348181
0,64,1,1,RandomForestClassifier,4000,2,131.6780002284795,111.77795107010752
1,64,0,0,RandomForestClassifier,4000,2,131.77039210870862,112.9102820456028
1,64,0,1,RandomForestClassifier,4000,2,132.33195137325674,111.26763296499848
0,64,1,0,RandomForestClassifier,8000,2,280.34848320297897,226.1557402657345
0,64,1,1,RandomForestClassifier,8000,2,294.88913248758763,222.22409029584378
1,64,0,0,RandomForestClassifier,8000,2,293.88794154673815,225.172808194533
1,64,0,1,RandomForestClassifier,8000,2,288.3655458968133,219.752761204727
0,64,1,0,RandomForestClassifier,16000,2,647.2363749630749,448.161224309355
0,64,1,1,RandomForestClassifier,16000,2,762.0273735476658,441.4165976634249
1,64,0,0,RandomForestClassifier,16000,2,738.9211973082274,440.83520236890763
1,64,0,1,RandomForestClassifier,16000,2,742.582113836892,444.91618052124977
0,64,1,0,RandomForestClassifier,1000,4,19.616927676834166,17.102338400669396
0,64,1,1,RandomForestClassifier,1000,4,19.475178849883378,16.98020865023136
1,64,0,0,RandomForestClassifier,1000,4,19.7710226951167,17.279717102646828
1,64,0,1,RandomForestClassifier,1000,4,19.71367739699781,17.17239778675139
0,64,1,0,RandomForestClassifier,2000,4,36.833788849413395,30.692758250050247
0,64,1,1,RandomForestClassifier,2000,4,37.25722587481141,30.488861965946853
1,64,0,0,RandomForestClassifier,2000,4,37.181519457139075,30.801365706138313
1,64,0,1,RandomForestClassifier,2000,4,38.54093712940812,31.072025728411973
0,64,1,0,RandomForestClassifier,4000,4,81.08244767040014,63.051962308585644
0,64,1,1,RandomForestClassifier,4000,4,84.72107001766562,62.88247296307236
1,64,0,0,RandomForestClassifier,4000,4,78.11754509806633,59.752398351207376
1,64,0,1,RandomForestClassifier,4000,4,79.4173273993656,59.44154737237841
0,64,1,0,RandomForestClassifier,8000,4,189.8745595254004,130.53791967127472
0,64,1,1,RandomForestClassifier,8000,4,238.15600598044693,143.59506023861468
1,64,0,0,RandomForestClassifier,8000,4,223.82621060404927,141.35070690140128
1,64,0,1,RandomForestClassifier,8000,4,246.23366922140121,148.63039329182357
0,64,1,0,RandomForestClassifier,16000,4,546.5462953224778,288.98036109283566
0,64,1,1,RandomForestClassifier,16000,4,706.1173188081011,262.5139015512541
1,64,0,0,RandomForestClassifier,16000,4,500.3872945820913,232.46739257965237
1,64,0,1,RandomForestClassifier,16000,4,525.9260387597606,226.5758103420958
0,64,1,0,RandomForestClassifier,1000,8,17.04807939939201,14.46275149192661
0,64,1,1,RandomForestClassifier,1000,8,17.266712029464543,14.744581142440438
1,64,0,0,RandomForestClassifier,1000,8,22.217645166441798,19.613052307628095
1,64,0,1,RandomForestClassifier,1000,8,17.5597859127447,14.87532193493098
0,64,1,0,RandomForestClassifier,2000,8,27.82041813619435,21.869229982607067
0,64,1,1,RandomForestClassifier,2000,8,28.845283021219075,22.307625705376267
1,64,0,0,RandomForestClassifier,2000,8,26.011079382151365,19.78629611711949
1,64,0,1,RandomForestClassifier,2000,8,27.51976495515555,20.6146279592067
0,64,1,0,RandomForestClassifier,4000,8,50.83624234423041,33.600180556066334
0,64,1,1,RandomForestClassifier,4000,8,53.42304770834744,33.66484624426812
1,64,0,0,RandomForestClassifier,4000,8,53.94967873208225,34.04879304487258
1,64,0,1,RandomForestClassifier,4000,8,53.26104324031621,33.49505081027746
0,64,1,0,RandomForestClassifier,8000,8,123.92725871130824,66.60238186456263
0,64,1,1,RandomForestClassifier,8000,8,153.17747667059302,73.09255201555789
1,64,0,0,RandomForestClassifier,8000,8,153.98663425073028,74.37452635262161
1,64,0,1,RandomForestClassifier,8000,8,155.33555855136365,70.95546104665846
0,64,1,0,RandomForestClassifier,16000,8,362.4413889721036,137.45988180022687
0,64,1,1,RandomForestClassifier,16000,8,510.80780776776373,135.21368158608675
1,64,0,0,RandomForestClassifier,16000,8,471.56048389710486,139.24015231989324
1,64,0,1,RandomForestClassifier,16000,8,474.8806746043265,139.64826905541122
0,64,1,0,RandomForestClassifier,1000,16,30.100956596434116,26.447237921878695
0,64,1,1,RandomForestClassifier,1000,16,48.85898867342621,46.008891116827726
1,64,0,0,RandomForestClassifier,1000,16,40.409895706921816,37.231494231149554
1,64,0,1,RandomForestClassifier,1000,16,48.73451878782362,45.63858074694872
0,64,1,0,RandomForestClassifier,2000,16,57.50923536811024,50.484147088602185
0,64,1,1,RandomForestClassifier,2000,16,56.5233293203637,48.417093792930245
1,64,0,0,RandomForestClassifier,2000,16,40.02605092804879,31.541097059845924
1,64,0,1,RandomForestClassifier,2000,16,59.149777978658676,51.58377355430275
0,64,1,0,RandomForestClassifier,4000,16,56.42194333393127,37.238366472534835
0,64,1,1,RandomForestClassifier,4000,16,74.53158832807094,54.57651085499674
1,64,0,0,RandomForestClassifier,4000,16,59.4683417994529,38.763644681312144
1,64,0,1,RandomForestClassifier,4000,16,80.6765893055126,58.5710251647979
0,64,1,0,RandomForestClassifier,8000,16,101.54826452303678,45.40570726059377
0,64,1,1,RandomForestClassifier,8000,16,128.39949267636985,57.76834239810705
1,64,0,0,RandomForestClassifier,8000,16,121.21492545399815,59.04327496048063
1,64,0,1,RandomForestClassifier,8000,16,116.42661627847701,44.92103444878012
0,64,1,0,RandomForestClassifier,16000,16,276.6923965960741,75.5609786733985
0,64,1,1,RandomForestClassifier,16000,16,359.8543436853215,74.26897987257689
1,64,0,0,RandomForestClassifier,16000,16,351.0236297668889,76.65441211685538
1,64,0,1,RandomForestClassifier,16000,16,420.98004918172956,85.60203758534044
0,64,1,0,RandomForestClassifier,1000,32,54.956361915916204,52.198934624902904
0,64,1,1,RandomForestClassifier,1000,32,90.43552715238184,87.16194604057819
1,64,0,0,RandomForestClassifier,1000,32,57.06707137916237,54.47598289232701
1,64,0,1,RandomForestClassifier,1000,32,54.71714735310525,51.91790341865271
0,64,1,0,RandomForestClassifier,2000,32,101.73791031632572,94.82670576032251
0,64,1,1,RandomForestClassifier,2000,32,115.07943472452462,106.96143161691725
