point,features,class,target,classifier,population_size,workers,time,ptime
1,64,0,0,RandomForestClassifier,2000,32,82.2689388860017,74.22797034773976
1,64,0,1,RandomForestClassifier,2000,32,79.61468899156898,69.36945498827845
0,64,1,0,RandomForestClassifier,4000,32,93.14203358255327,70.50205468386412
0,64,1,1,RandomForestClassifier,4000,32,107.8452128013596,83.2905038530007
1,64,0,0,RandomForestClassifier,4000,32,101.94780626799911,76.23445726651698
1,64,0,1,RandomForestClassifier,4000,32,96.98818286322057,73.35952857229859
0,64,1,0,RandomForestClassifier,8000,32,163.6528805727139,95.11575819645077
0,64,1,1,RandomForestClassifier,8000,32,184.10981888044626,93.9355160817504
1,64,0,0,RandomForestClassifier,8000,32,170.80497517157346,88.02573163621128
1,64,0,1,RandomForestClassifier,8000,32,162.3612622367218,81.01424858905375
0,64,1,0,RandomForestClassifier,16000,32,286.71336148586124,84.70814698282629
0,64,1,1,RandomForestClassifier,16000,32,418.60349797364324,79.27102436870337
1,64,0,0,RandomForestClassifier,16000,32,391.78914477396756,77.14418903551996
1,64,0,1,RandomForestClassifier,16000,32,349.60241748485714,77.97384644672275
