point,features,class,target,classifier,population_size,workers,time,ptime
0,64,1,0,RandomForestClassifier,1000,1,87.284177425,43.522322816999996
0,64,1,1,RandomForestClassifier,1000,1,87.667172506,43.705536033
1,64,0,0,RandomForestClassifier,1000,1,88.14537821699997,43.94362075999996
1,64,0,1,RandomForestClassifier,1000,1,87.96506771999998,43.870082578999984
0,64,1,0,RandomForestClassifier,2000,1,174.32829302999997,86.91270320199996
0,64,1,1,RandomForestClassifier,2000,1,173.40477243100008,86.44439628700007
1,64,0,0,RandomForestClassifier,2000,1,173.54253520500004,86.50745524800004
1,64,0,1,RandomForestClassifier,2000,1,176.05423573299976,87.77873454199977
0,64,1,0,RandomForestClassifier,4000,1,358.8739346210002,178.9155973510002
0,64,1,1,RandomForestClassifier,4000,1,353.87272451599995,176.37879216299996
1,64,0,0,RandomForestClassifier,4000,1,361.20739638500027,180.06088212600037
1,64,0,1,RandomForestClassifier,4000,1,354.352639019,176.683034315
0,64,1,0,RandomForestClassifier,8000,1,706.1933732059997,352.0473071109998
0,64,1,1,RandomForestClassifier,8000,1,737.8689532779995,367.8401520169996
1,64,0,0,RandomForestClassifier,8000,1,708.0826823159991,352.94588133699904
1,64,0,1,RandomForestClassifier,8000,1,703.582458791001,350.774279957001
0,64,1,0,RandomForestClassifier,16000,1,1395.3441396529993,695.4071006769991
0,64,1,1,RandomForestClassifier,16000,1,1411.1379833779993,703.159319293999
1,64,0,0,RandomForestClassifier,16000,1,1400.3430581349967,697.7697393619974
1,64,0,1,RandomForestClassifier,16000,1,1411.0297050500003,703.2720653239994
0,64,1,0,RandomForestClassifier,1000,2,24.355020167000625,22.910000000000004
0,64,1,1,RandomForestClassifier,1000,2,24.197747478999705,22.810000000000006
1,64,0,0,RandomForestClassifier,1000,2,23.89534293999979,22.419999999999998
1,64,0,1,RandomForestClassifier,1000,2,24.215329644000672,22.600000000000005
0,64,1,0,RandomForestClassifier,2000,2,45.66938895100015,44.190000000000005
0,64,1,1,RandomForestClassifier,2000,2,46.74201351899924,45.14000000000001
1,64,0,0,RandomForestClassifier,2000,2,46.28903201000048,44.75
1,64,0,1,RandomForestClassifier,2000,2,45.572952724000324,44.03000000000001
0,64,1,0,RandomForestClassifier,4000,2,90.7422964260001,88.42999999999999
0,64,1,1,RandomForestClassifier,4000,2,91.00865325500071,88.89999999999999
1,64,0,0,RandomForestClassifier,4000,2,90.2559450050003,88.25000000000001
1,64,0,1,RandomForestClassifier,4000,2,90.49210915299979,88.52999999999999
0,64,1,0,RandomForestClassifier,8000,2,178.26336339500014,174.41000000000005
0,64,1,1,RandomForestClassifier,8000,2,182.64412002599934,178.67999999999998
1,64,0,0,RandomForestClassifier,8000,2,180.80517717000046,177.06999999999996
1,64,0,1,RandomForestClassifier,8000,2,179.37117152699946,175.53
0,64,1,0,RandomForestClassifier,16000,2,357.89204166399963,351.06999999999994
0,64,1,1,RandomForestClassifier,16000,2,359.37819293399946,352.37
1,64,0,0,RandomForestClassifier,16000,2,357.9363558640002,350.86000000000007
1,64,0,1,RandomForestClassifier,16000,2,362.49288555699985,355.98999999999995
0,64,1,0,RandomForestClassifier,1000,4,13.589909697000076,11.9
0,64,1,1,RandomForestClassifier,1000,4,13.421943826999962,11.760000000000003
1,64,0,0,RandomForestClassifier,1000,4,13.953401658000221,11.91
1,64,0,1,RandomForestClassifier,1000,4,14.060207738000647,11.800000000000002
0,64,1,0,RandomForestClassifier,2000,4,25.50541977699952,22.920000000000005
0,64,1,1,RandomForestClassifier,2000,4,25.769360115999955,23.540000000000003
1,64,0,0,RandomForestClassifier,2000,4,25.37396178099971,23.000000000000004
1,64,0,1,RandomForestClassifier,2000,4,25.23079757500051,23.310000000000002
0,64,1,0,RandomForestClassifier,4000,4,48.17517880600048,45.440000000000005
0,64,1,1,RandomForestClassifier,4000,4,47.623378373000044,45.13999999999999
1,64,0,0,RandomForestClassifier,4000,4,48.60775133500029,45.95
1,64,0,1,RandomForestClassifier,4000,4,47.99617341499954,45.57
0,64,1,0,RandomForestClassifier,8000,4,94.4624266010002,90.17999999999998
0,64,1,1,RandomForestClassifier,8000,4,94.15277857400024,90.03000000000002
1,64,0,0,RandomForestClassifier,8000,4,94.69407065899959,90.45
1,64,0,1,RandomForestClassifier,8000,4,94.19058660199997,90.24000000000004
0,64,1,0,RandomForestClassifier,16000,4,187.1412432020002,179.23000000000005
0,64,1,1,RandomForestClassifier,16000,4,188.62670358199946,180.53
1,64,0,0,RandomForestClassifier,16000,4,187.49854969199964,179.76
1,64,0,1,RandomForestClassifier,16000,4,191.43322801500014,183.53999999999994
0,64,1,0,RandomForestClassifier,1000,8,9.234927987999946,6.710000000000001
0,64,1,1,RandomForestClassifier,1000,8,8.979877181999727,6.58
1,64,0,0,RandomForestClassifier,1000,8,9.036605747000614,6.600000000000001
1,64,0,1,RandomForestClassifier,1000,8,8.939643785999507,6.670000000000002
0,64,1,0,RandomForestClassifier,2000,8,15.756145184000632,12.519999999999998
0,64,1,1,RandomForestClassifier,2000,8,16.002401318999947,12.690000000000001
1,64,0,0,RandomForestClassifier,2000,8,15.54271890799977,12.39
1,64,0,1,RandomForestClassifier,2000,8,15.54745470699982,12.500000000000005
0,64,1,0,RandomForestClassifier,4000,8,27.52532610599996,23.990000000000002
0,64,1,1,RandomForestClassifier,4000,8,28.08232900400016,24.399999999999995
1,64,0,0,RandomForestClassifier,4000,8,28.068230754000407,24.36000000000001
1,64,0,1,RandomForestClassifier,4000,8,27.8910575140001,24.280000000000005
0,64,1,0,RandomForestClassifier,8000,8,52.355063715999556,47.12999999999999
0,64,1,1,RandomForestClassifier,8000,8,52.554078984000256,46.849999999999994
1,64,0,0,RandomForestClassifier,8000,8,52.538589960999936,47.09000000000001
1,64,0,1,RandomForestClassifier,8000,8,52.03641542199974,46.830000000000005
0,64,1,0,RandomForestClassifier,16000,8,100.9700087769997,92.24999999999996
0,64,1,1,RandomForestClassifier,16000,8,104.43009886200016,94.65
1,64,0,0,RandomForestClassifier,16000,8,101.1954728630004,92.10000000000001
1,64,0,1,RandomForestClassifier,16000,8,100.88913341800036,92.10000000000001
0,64,1,0,RandomForestClassifier,1000,16,9.504393172999734,4.039999999999999
0,64,1,1,RandomForestClassifier,1000,16,9.434956236000218,4.170000000000001
1,64,0,0,RandomForestClassifier,1000,16,9.720475568999827,4.09
1,64,0,1,RandomForestClassifier,1000,16,10.280333116000147,4.09
0,64,1,0,RandomForestClassifier,2000,16,12.712025020999647,7.310000000000003
0,64,1,1,RandomForestClassifier,2000,16,12.342339013999808,7.409999999999999
1,64,0,0,RandomForestClassifier,2000,16,11.592627427000155,6.890000000000002
1,64,0,1,RandomForestClassifier,2000,16,12.083270816999828,7.22
0,64,1,0,RandomForestClassifier,4000,16,19.389723063000275,13.030000000000001
0,64,1,1,RandomForestClassifier,4000,16,19.291849084000063,12.840000000000005
1,64,0,0,RandomForestClassifier,4000,16,20.769750802999916,13.319999999999999
1,64,0,1,RandomForestClassifier,4000,16,20.473180504999398,13.26
0,64,1,0,RandomForestClassifier,8000,16,33.17164752999946,24.689999999999998
0,64,1,1,RandomForestClassifier,8000,16,33.252290029999855,24.549999999999994
1,64,0,0,RandomForestClassifier,8000,16,33.70723674800054,24.830000000000002
1,64,0,1,RandomForestClassifier,8000,16,32.53010457499994,24.680000000000003
0,64,1,0,RandomForestClassifier,16000,16,59.72950318800013,48.550000000000004
0,64,1,1,RandomForestClassifier,16000,16,59.68728870200013,48.20000000000002
1,64,0,0,RandomForestClassifier,16000,16,60.03476336399985,47.690000000000005
1,64,0,1,RandomForestClassifier,16000,16,60.463291827999896,48.730000000000004
0,64,1,0,RandomForestClassifier,1000,32,11.3466411480006,2.5300000000000002
0,64,1,1,RandomForestClassifier,1000,32,11.701925213000104,2.51
1,64,0,0,RandomForestClassifier,1000,32,12.121855340999756,2.590000000000001
1,64,0,1,RandomForestClassifier,1000,32,12.476265177000242,2.5600000000000005
0,64,1,0,RandomForestClassifier,2000,32,15.631238206000635,4.41
0,64,1,1,RandomForestClassifier,2000,32,16.612635970000266,4.870000000000002
1,64,0,0,RandomForestClassifier,2000,32,16.80617025600015,4.570000000000002
1,64,0,1,RandomForestClassifier,2000,32,17.377134868999164,4.61
0,64,1,0,RandomForestClassifier,4000,32,20.55966409799992,8.68
0,64,1,1,RandomForestClassifier,4000,32,21.221963213000603,8.680000000000003
1,64,0,0,RandomForestClassifier,4000,32,20.70110962700015,8.610000000000001
