point,features,class,target,classifier,population_size,workers,time,time_std,ptime,ptime_std
1,32,1,1,RandomForestClassifier,4000,1,154.26752868199856,0.3526499669997065,0.0007399329979307367,6.717999895045068e-06
2,32,0,0,RandomForestClassifier,4000,1,155.83300192099796,0.44105309399947146,0.0007502669986934052,1.6168999536603224e-05
2,32,0,1,RandomForestClassifier,4000,1,154.1004405270005,0.6488778079992699,0.0007499625007767463,2.0282501282054e-05
3,32,1,0,RandomForestClassifier,4000,1,154.3534683664975,0.20315042450147303,0.0007591359981233836,2.4924997887865175e-05
3,32,1,1,RandomForestClassifier,4000,1,156.13143071399827,0.9448725599995669,0.00073146799877577,9.790999683900736e-06
4,32,0,0,RandomForestClassifier,4000,1,158.17115388099865,2.0393481169985535,0.0007167684989326517,2.1165497855690774e-05
4,32,0,1,RandomForestClassifier,4000,1,157.73792549149675,0.45686064250094205,0.0007292329974006861,1.9071001588599756e-05
0,16,1,0,RandomForestClassifier,4000,1,153.35954676950223,0.9125945665009567,0.0006779845016353647,2.3084985514287837e-06
0,16,1,1,RandomForestClassifier,4000,1,154.55885764700088,0.36940195899933315,0.00075101400125277,1.0837001354957465e-05
1,16,1,0,RandomForestClassifier,4000,1,155.37041542349925,1.430429812499824,0.000748013499105582,6.753500201739371e-06
1,16,1,1,RandomForestClassifier,4000,1,157.65207274000295,0.5621707200016317,0.0007746395021968056,1.784750202205032e-05
2,16,0,0,RandomForestClassifier,4000,1,164.46663636500034,2.132826189997104,0.0007241980001708725,1.4387996998266317e-05
2,16,0,1,RandomForestClassifier,4000,1,159.9760421935025,3.458120945499104,0.000699906002409989,6.077998477849178e-06
3,16,1,0,RandomForestClassifier,4000,1,153.73960513300153,0.39125099800003227,0.0006984060019021854,1.0263000149279833e-05
3,16,1,1,RandomForestClassifier,4000,1,154.87493775950043,0.5779058774978694,0.0007030145006865496,1.8584978533908725e-06
4,16,1,0,RandomForestClassifier,4000,1,157.8938983129974,1.2591166069978499,0.0007185474978541606,1.3424497410596814e-05
4,16,1,1,RandomForestClassifier,4000,1,158.97884225100006,2.8753234300011172,0.0007149204993766034,2.2942500436329283e-05
0,8,1,0,RandomForestClassifier,4000,1,155.31757445849962,0.4231036224982745,0.0006888070001878077,5.225998393143527e-06
0,8,1,1,RandomForestClassifier,4000,1,157.15485617250215,0.97115574649888,0.0006102095012465725,5.134501407155767e-06
1,8,1,0,RandomForestClassifier,4000,1,159.28212999799962,0.6795955209991007,0.000568830500014883,2.4833500901877414e-05
1,8,1,1,RandomForestClassifier,4000,1,157.05009093749868,1.0230055344964057,0.0007476585014956072,3.850650318781845e-05
2,8,1,0,RandomForestClassifier,4000,1,153.63698665500124,0.2982000230003905,0.000713277999238926,8.315999366459437e-06
2,8,1,1,RandomForestClassifier,4000,1,155.3984724835027,0.3763272095056891,0.0006790545012336224,2.4227494577644393e-05
3,8,0,0,RandomForestClassifier,4000,1,156.0462090509991,0.9296900910067052,0.0007080884970491752,4.617493686964735e-06
3,8,0,1,RandomForestClassifier,4000,1,155.97515661950274,0.6287532015066972,0.0007227115038404008,4.654493750422262e-06
4,8,0,0,RandomForestClassifier,4000,1,154.8517839754968,0.22683463250723435,0.0007044299964036327,3.916993591701612e-06
4,8,0,1,RandomForestClassifier,4000,1,155.83394897149992,0.9007661725008802,0.0007257315010065213,4.367499059299007e-06
