point,features,class,target,classifier,population_size,workers,time,time_std,ptime,ptime_std
0,2,1,0,RandomForestClassifier,1000,1,55.957879764000005,0.2418478649999969,9.636450000138908e-05,1.1779499998088028e-05
0,2,1,1,RandomForestClassifier,1000,1,55.915752419000036,0.1657918269999712,8.555500004092664e-05,3.731000035145371e-06
1,2,0,0,RandomForestClassifier,1000,1,55.195779487500005,0.00020371249999584506,8.980400002656097e-05,8.351000019501953e-06
1,2,0,1,RandomForestClassifier,1000,1,55.07450307000002,0.5100622040000928,8.910599999012447e-05,5.359999903475909e-06
0,8,1,1,RandomForestClassifier,1000,1,55.793139492999984,0.45517716800000585,8.483049998631031e-05,9.15500038445316e-07
1,8,1,1,RandomForestClassifier,1000,1,55.30365726700006,0.019801427000061267,7.997900007694625e-05,4.0999964312504744e-08
0,32,0,0,RandomForestClassifier,1000,1,58.479958690500155,0.7760871025000711,0.00011120100020889367,3.0100011372269364e-07
0,32,0,1,RandomForestClassifier,1000,1,56.75359293550008,0.8321955574999151,9.014250008476665e-05,6.3644998817835585e-06
1,32,1,0,RandomForestClassifier,1000,1,58.34127678950023,0.4097383645001287,0.00012539450023041354,5.294500112995593e-06
1,32,1,1,RandomForestClassifier,1000,1,56.40906914200019,1.192218462999847,9.595800020179013e-05,1.391899991176615e-05
0,4,0,0,RandomForestClassifier,1000,1,54.86224149800012,0.06721439199975521,8.029450009416905e-05,1.179499804493389e-06
0,4,0,1,RandomForestClassifier,1000,1,55.19156876149975,0.10921864249974078,8.824049984923477e-05,8.525499765710265e-06
1,4,1,0,RandomForestClassifier,1000,1,54.54885941899943,0.10554354600003535,9.597599944299873e-05,1.5766000046824047e-05
1,4,1,1,RandomForestClassifier,1000,1,55.06921029800003,0.3917750200004093,7.929749995128077e-05,7.665005341550568e-07
0,16,1,1,RandomForestClassifier,1000,1,56.13929309100001,0.02409646600005999,8.700550006324193e-05,1.7564998415764421e-06
1,16,1,1,RandomForestClassifier,1000,1,57.128643444499744,0.9311602024994272,9.392299989485764e-05,8.608999451098498e-06
0,64,0,0,RandomForestClassifier,1000,1,59.69287548250031,0.5328252854999391,0.0001327980002088225,1.1898000025212241e-05
0,64,0,1,RandomForestClassifier,1000,1,57.7553422790005,0.23053624999977274,0.00011104050042831659,5.072499902780692e-06
1,64,1,0,RandomForestClassifier,1000,1,59.05652491150022,1.1890502044998357,0.00010159700013900874,4.444999831321184e-06
1,64,1,1,RandomForestClassifier,1000,1,57.90865688649956,1.3481589234993407,0.00010567649974291271,1.687349936219107e-05
0,2,1,0,RandomForestClassifier,1000,2,34.24263306250018,0.2481890475000128,31.225,0.035000000000003695
0,2,1,1,RandomForestClassifier,1000,2,33.103542761499966,0.20334962050002048,31.375,0.2350000000000012
1,2,0,0,RandomForestClassifier,1000,2,32.510327305999866,0.3194837429999069,30.075000000000003,0.3349999999999973
1,2,0,1,RandomForestClassifier,1000,2,31.537937269000196,0.05125878000013451,29.78,0.009999999999999787
0,8,1,1,RandomForestClassifier,1000,2,31.81543903300028,0.473809718000048,30.095000000000006,0.4449999999999985
1,8,1,1,RandomForestClassifier,1000,2,32.692480885499975,0.03331879050031361,30.840000000000003,0.020000000000004903
0,32,0,0,RandomForestClassifier,1000,2,32.90027277349972,0.6495944604999409,30.590000000000003,0.569999999999995
0,32,0,1,RandomForestClassifier,1000,2,32.43097804050001,0.19689605350002992,30.245000000000005,0.11500000000000021
1,32,1,0,RandomForestClassifier,1000,2,33.31389123699982,1.398412670999786,30.55,0.8099999999999987
1,32,1,1,RandomForestClassifier,1000,2,32.52480421749998,0.036801138500223374,30.235,0.015000000000000568
0,4,0,0,RandomForestClassifier,1000,2,31.120628701999717,0.027287033999886745,29.585000000000004,0.015000000000004121
0,4,0,1,RandomForestClassifier,1000,2,30.876197379500177,0.24689823449985937,29.300000000000004,0.21000000000000085
1,4,1,0,RandomForestClassifier,1000,2,31.652889646500213,0.24659022649986895,30.049999999999997,0.27999999999999403
1,4,1,1,RandomForestClassifier,1000,2,31.098472706000226,0.03319728700009961,29.560000000000006,0.020000000000003126
0,16,1,1,RandomForestClassifier,1000,2,31.88290126750006,0.010452336499975345,30.114999999999995,0.025000000000000355
1,16,1,1,RandomForestClassifier,1000,2,31.088544244999795,0.5961745279998301,29.295,0.5550000000000015
0,64,1,1,RandomForestClassifier,1000,2,34.333904645500155,0.06230966549997774,29.84,0.05999999999999872
1,64,1,1,RandomForestClassifier,1000,2,34.234007709999865,0.1463424229999859,29.830000000000002,0.14999999999999858
0,2,1,0,RandomForestClassifier,1000,4,18.874514062499802,0.05329676749990497,16.285,0.14499999999999957
0,2,1,1,RandomForestClassifier,1000,4,18.682162723999735,0.012459712000072898,16.31,0.07000000000000028
1,2,0,0,RandomForestClassifier,1000,4,18.344595221000073,0.24765336499998725,15.995000000000001,0.21499999999999897
1,2,0,1,RandomForestClassifier,1000,4,18.74520081899989,0.10145174200009599,16.33,0.01000000000000334
0,8,1,1,RandomForestClassifier,1000,4,18.097863582000087,0.019010130000060244,15.775000000000004,0.025000000000000355
1,8,1,1,RandomForestClassifier,1000,4,17.983732022500284,0.12351372649997217,15.660000000000004,0.1600000000000028
0,32,0,0,RandomForestClassifier,1000,4,21.10011992650005,0.6009765294998761,15.755,0.04499999999999993
0,32,0,1,RandomForestClassifier,1000,4,18.881152231499968,0.4458624744999682,15.605000000000004,0.07499999999999751
1,32,1,0,RandomForestClassifier,1000,4,18.43524672649989,0.016645815499913397,15.695,0.09499999999999975
1,32,1,1,RandomForestClassifier,1000,4,18.79833925849993,0.3888198454998726,15.740000000000006,0.17999999999999883
0,4,0,0,RandomForestClassifier,1000,4,17.428898258499974,0.04716844449994895,15.35,0.05000000000000071
0,4,0,1,RandomForestClassifier,1000,4,18.054118761000108,0.6203969839998642,15.95,0.5100000000000007
1,4,1,0,RandomForestClassifier,1000,4,18.120066452500062,0.028439952500223242,16.005000000000003,0.015000000000002345
