point,features,class,target,classifier,population_size,workers,time,time_std,ptime,ptime_std
0,64,1,0,SVC,4000,1,14.805597059000004,0.11004693799999998,7.085074475000003,0.06117687500000013
0,64,1,1,SVC,4000,1,15.130842438000002,0.03698208099998368,7.240214107000002,0.01996809399998334
1,64,0,0,SVC,4000,1,15.055489675500002,0.08224833050000413,7.1971391515,0.04172269750000268
1,64,0,1,SVC,4000,1,15.1277839115,0.03281067649999514,7.298114247500006,0.02464732049999796
2,64,0,0,SVC,4000,1,14.656788119000012,0.18418352099999424,6.998524609500016,0.09223570549999494
2,64,0,1,SVC,4000,1,14.987021091000024,0.052968151000023056,7.19920860000002,0.02776319100001956
3,64,1,0,SVC,4000,1,14.929339886000008,0.008692260999978885,7.165886467500002,0.0032800584999819193
3,64,1,1,SVC,4000,1,14.544520890499975,0.04335298550004296,6.945790276499977,0.020494641500036437
4,64,1,0,SVC,4000,1,14.487838053499985,0.001212801500059868,6.957145256999979,0.0004753349999475631
4,64,1,1,SVC,4000,1,14.506570968999966,0.0364592540000217,6.929186249499978,0.016074091500016152
0,4,0,0,SVC,4000,1,11.526033332999987,0.03457490300004906,5.598606417499994,0.01762217450003334
0,4,0,1,SVC,4000,1,11.657673511500022,0.025555077499987533,5.673778396000017,0.013538603999990073
1,4,1,0,SVC,4000,1,11.545998604000033,0.036073415000061004,5.616108370000035,0.017579527000037842
1,4,1,1,SVC,4000,1,11.489120870999969,0.09809056300001373,5.580338977499977,0.04771112650000475
2,4,1,0,SVC,4000,1,11.505457797499986,0.02831499850003638,5.594075633499983,0.013011229500023092
2,4,1,1,SVC,4000,1,11.68712123999994,0.1100841279999969,5.681340589499939,0.05498056449999922
3,4,0,0,SVC,4000,1,11.508531467000026,0.014623744000019201,5.584268633500031,0.006986683500016966
3,4,0,1,SVC,4000,1,11.421111209999964,0.023870841000046994,5.556686036499968,0.010877470500020081
4,4,1,0,SVC,4000,1,11.409589503500058,0.0654804914999545,5.5488565640000616,0.032017133999943326
4,4,1,1,SVC,4000,1,11.47027529900015,0.07205691299998307,5.571491413500155,0.03599456749998353
0,2,1,0,SVC,4000,1,12.72281975149994,0.47098489350005934,6.19508956699994,0.24291154400006576
0,2,1,1,SVC,4000,1,12.075353278999984,0.04629455599993548,5.875950192000005,0.021738372999948297
1,2,0,0,SVC,4000,1,11.819460641999996,0.03608991000001538,5.749793472999983,0.018342824000029623
1,2,0,1,SVC,4000,1,11.85538803050008,0.03550624349998088,5.776269160500078,0.010719491500026379
2,2,0,0,SVC,4000,1,11.83892458650007,0.10015195849996417,5.760337290500047,0.049976830499986136
2,2,0,1,SVC,4000,1,11.795406222499935,0.09347752849993185,5.747184495999932,0.045735589999935655
3,2,1,0,SVC,4000,1,11.820490897499951,0.010344363499996234,5.75576520599995,0.003997648000023446
3,2,1,1,SVC,4000,1,11.785125673500005,0.10713747449997868,5.733989967000014,0.05331318300000021
4,2,0,0,SVC,4000,1,11.797198664999996,0.008816984000020511,5.739930715500009,0.005022341500023231
4,2,0,1,SVC,4000,1,11.817651037000019,0.09706088299986959,5.7555193350000025,0.04795119299987505
0,32,0,0,SVC,4000,1,12.084495903999994,0.0062144749998651605,5.805102637499971,0.004685567499876697
