items,capacity,value,weight
25,5.689140056223916,13.263979535910025,5.664460396532049
50,12.869321660949671,22.497684456462277,12.847117570418703
100,24.72466953042722,37.66160741843099,24.708642853665765
200,48.71088138657448,82.38709204879602,48.71064359349946
400,99.65924917152425,155.36655598968972,99.65912970507401
