items,capacity,value,weight
25,5.689140056223916,13.254071890514577,5.5896277232635105
50,12.869321660949671,22.221705125244398,12.54469902351975
100,24.72466953042722,37.62525373421478,24.63535419265563
200,48.71088138657448,82.38709204879602,48.710643593499455
400,99.65924917152425,155.46891052470332,99.64664308004502
