samples,features,classes,clusters,seed,population_size,point,class,target,model,min_fitness,mean_fitness,fitness_std,max_fitness,accuracy
10,8,2,1,1,1000,8,1,1,RandomForestClassifier,-0.1345142002940285,-0.07491617102111019,0.038030858422897114,-0.0025183415759848504,1.0
10,8,2,1,1,1000,9,1,0,RandomForestClassifier,-1.4368082789666714,-1.397995458265679,0.02098185078180145,-1.3689040887117274,1.0
10,8,2,1,1,1000,9,1,1,RandomForestClassifier,-0.12431252269688281,-0.07239447585691532,0.02794017884646882,-0.005694763559667804,1.0
10,64,2,1,0,1000,0,1,0,RandomForestClassifier,-6.99303561676378,-5.440515692192519,0.9926440869857207,-3.1974028766649627,1.0
10,64,2,1,0,1000,0,1,1,RandomForestClassifier,-3.1200249590191964,-1.9595648429857406,0.8489055077101346,-0.06673014283721113,1.0
10,64,2,1,0,1000,1,0,0,RandomForestClassifier,-3.74869849980102,-2.1668640696030717,1.0747567322658886,-0.042777575401243606,1.0
10,64,2,1,0,1000,1,0,1,RandomForestClassifier,-8.445106439330178,-7.223098645209683,0.8451546548437224,-5.232990049546133,1.0
10,64,2,1,0,1000,2,1,0,RandomForestClassifier,-7.452986120949038,-5.5102679782633,1.3246864871483874,-2.943689540042179,1.0
10,64,2,1,0,1000,2,1,1,RandomForestClassifier,-4.289589703782794,-2.603984523019313,0.9665481874240995,-0.5849903444687699,1.0
10,64,2,1,0,1000,3,1,0,RandomForestClassifier,-7.436956671616825,-5.618728738605748,1.3572251701222129,-3.236745669097804,1.0
10,64,2,1,0,1000,3,1,1,RandomForestClassifier,-3.953434714091314,-2.2622265872993026,1.0865809659130894,-0.17692425689620395,1.0
10,64,2,1,0,1000,4,1,0,RandomForestClassifier,-20.325715454390334,-18.76379653740414,0.9549554950729158,-17.2454419023023,1.0
10,64,2,1,0,1000,4,1,1,RandomForestClassifier,-4.340040862281339,-2.819641170414361,1.1078704693228907,-0.21661726803998604,1.0
10,64,2,1,0,1000,5,0,0,RandomForestClassifier,-4.064557885663825,-2.5101499065008026,1.0886283728454142,-0.008146066515166694,1.0
10,64,2,1,0,1000,5,0,1,RandomForestClassifier,-13.5927138511457,-12.610028058044616,0.8120896232239091,-10.996156647177816,1.0
10,64,2,1,0,1000,6,1,0,RandomForestClassifier,-16.950146396310945,-15.807629239184678,0.7318509307716468,-14.55806844323773,1.0
10,64,2,1,0,1000,6,1,1,RandomForestClassifier,-4.24139701413403,-2.612553308085128,1.1366042359568915,-0.017797047688764223,1.0
10,64,2,1,0,1000,7,1,0,RandomForestClassifier,-14.36916817989391,-12.147912999042752,1.4885203879353222,-9.679810772449375,1.0
10,64,2,1,0,1000,7,1,1,RandomForestClassifier,-4.4711221774649115,-2.6906112201817534,1.248406768886423,-0.12657040754987126,1.0
10,64,2,1,0,1000,8,1,0,RandomForestClassifier,-11.981038164291856,-10.78207674943186,0.7736026424627384,-9.33373203514934,1.0
10,64,2,1,0,1000,8,1,1,RandomForestClassifier,-3.749420310916569,-2.129711913774477,0.9860752621394625,-0.2633000034907633,1.0
10,64,2,1,0,1000,9,0,0,RandomForestClassifier,-3.996237833079667,-2.489873683726769,1.041940972968693,-0.005997008277524252,1.0
10,64,2,1,0,1000,9,0,1,RandomForestClassifier,-18.806401822867752,-18.053401420286185,0.4885323492321806,-16.975463048451186,1.0
10,4,2,1,0,1000,0,0,0,RandomForestClassifier,-0.031264688779290194,-0.016794003947905724,0.009551124933805749,-0.0007826985681789744,1.0
10,4,2,1,0,1000,0,0,1,RandomForestClassifier,-1.4615417208457484,-1.4440316710258072,0.010853859051447524,-1.4216530693986729,1.0
10,4,2,1,0,1000,1,1,0,RandomForestClassifier,-1.701699709240375,-1.6852957530212438,0.007551384584507959,-1.664806291456522,1.0
10,4,2,1,0,1000,1,1,1,RandomForestClassifier,-0.043556898487389674,-0.0257779697815572,0.012013187315889396,-0.00032447942557478626,1.0
10,4,2,1,0,1000,2,1,0,RandomForestClassifier,-1.4790703727265924,-1.4755448930877204,0.0013967995576711818,-1.474079806765509,1.0
10,4,2,1,0,1000,2,1,1,RandomForestClassifier,-0.035934110501640686,-0.01930506456384243,0.010557916551566375,-7.927487635750463e-05,1.0
10,4,2,1,0,1000,3,0,0,RandomForestClassifier,-0.03270571273289219,-0.01715927719261804,0.008549242500317819,-0.002302502718185717,1.0
10,4,2,1,0,1000,3,0,1,RandomForestClassifier,-1.687522335994139,-1.6699990194223302,0.00917936319102782,-1.6551532155969477,1.0
10,4,2,1,0,1000,4,1,0,RandomForestClassifier,-1.5324928552497994,-1.527086827652729,0.002781235965205035,-1.5218785156202521,1.0
10,4,2,1,0,1000,4,1,1,RandomForestClassifier,-0.0447335377494986,-0.02455545053680914,0.012743309559796542,-0.0019551690932639865,1.0
10,4,2,1,0,1000,5,0,0,RandomForestClassifier,-0.040200486646156164,-0.021958768929356883,0.012512517837282943,-8.783710479032258e-05,1.0
10,4,2,1,0,1000,5,0,1,RandomForestClassifier,-2.012904661321569,-1.9850789311419823,0.014403261023612538,-1.961020559219473,1.0
10,4,2,1,0,1000,6,0,0,RandomForestClassifier,-0.03247089098385369,-0.01726431162550329,0.008626378616028925,-0.0041935288367283,1.0
10,4,2,1,0,1000,6,0,1,RandomForestClassifier,-0.07246685369827802,-0.04930813234975026,0.01201638025276494,-0.03141013897255793,1.0
10,4,2,1,0,1000,7,0,0,RandomForestClassifier,-0.03119365210348434,-0.01734567605267048,0.00887392473779233,-0.0034397650856277107,1.0
10,4,2,1,0,1000,7,0,1,RandomForestClassifier,-0.8232430544168976,-0.814528209611732,0.003704600492798013,-0.8109386705697021,1.0
10,4,2,1,0,1000,8,1,0,RandomForestClassifier,-0.7351336419885124,-0.725167556803313,0.005456555381494859,-0.7173405530713669,1.0
10,4,2,1,0,1000,8,1,1,RandomForestClassifier,-0.05541119571284671,-0.029711861993494446,0.01586424097170529,-0.0020314891554067405,1.0
10,4,2,1,0,1000,9,0,0,RandomForestClassifier,-0.08867482384399494,-0.044135531698433914,0.023893982790025754,-0.0011021365583541165,1.0
10,4,2,1,0,1000,9,0,1,RandomForestClassifier,-3.488186018802454,-3.472669382941606,0.010191555092984542,-3.45237602599774,1.0
10,2,2,1,0,1000,0,1,0,RandomForestClassifier,-0.4629723715757367,-0.4536582396340157,0.03282959818800501,-0.2983713458623785,1.0
