classifier,population_size,workers,time,time_std,ptime,ptime_std
MLPClassifier,1000,1,0.5913988438085653,0.0133700502694255,0.5323697736021131,0.0128539213133855
MLPClassifier,1000,2,0.4847788663813844,0.0352524125528157,0.3408887038240209,0.0339633620948047
MLPClassifier,1000,4,0.3733271768782288,0.01916620437155,0.1945632121758535,0.0174915456647861
MLPClassifier,1000,8,0.4407541168155148,0.0209956219943079,0.1877639387501403,0.0157436960556848
MLPClassifier,1000,16,0.6667915529920719,0.0408048645448066,0.2057636358076706,0.0186587243059673
MLPClassifier,1000,32,1.141915336821694,0.0429204615148057,0.2849356034537777,0.0214200999806877
MLPClassifier,2000,1,1.1860851217992603,0.0282078379674756,1.0585439555346965,0.0140778812203891
MLPClassifier,2000,2,0.8856278526829555,0.059273610764707,0.660906276688911,0.0339170813579161
MLPClassifier,2000,4,0.6027042293106206,0.0282743650847969,0.3610578994383104,0.022432693381431
MLPClassifier,2000,8,0.5813311661127954,0.0310465744943901,0.2726461885962635,0.0244992766702987
MLPClassifier,2000,16,0.7703022787114605,0.0421675547527465,0.2810413511120714,0.0308852391106887
MLPClassifier,2000,32,1.264020440087188,0.0356871231577804,0.3511525926063769,0.0362309358601494
MLPClassifier,4000,1,2.3893526670872234,0.0493976154066853,2.143521298351698,0.0432765542370983
MLPClassifier,4000,2,1.6196187282097525,0.014552458133623,1.319960999954492,0.0165053332875716
MLPClassifier,4000,4,1.0590062438044696,0.0254712611457932,0.6956658568582498,0.0261720585347388
MLPClassifier,4000,8,0.9487685055239126,0.0507691132000823,0.4864234547829255,0.0393893015787262
MLPClassifier,4000,16,1.0126685157069004,0.0544890490087805,0.3895630882587284,0.036464107230453
MLPClassifier,4000,32,1.4478737221099436,0.1071240717233248,0.4448628783808089,0.0614376464415139
MLPClassifier,8000,1,4.743187302490696,0.0532592888143645,4.232897526537999,0.0451556632859056
MLPClassifier,8000,2,3.1475436875014564,0.0248462124715014,2.5675499605829826,0.0164654545065668
MLPClassifier,8000,4,2.0023775334004315,0.0490418514817761,1.386956023494713,0.0319673451897727
MLPClassifier,8000,8,1.6502539415145292,0.0575226830808064,0.8980101159075276,0.0441646231040409
MLPClassifier,8000,16,1.6422395205008795,0.0622600700615214,0.7234955933643505,0.0460030520146304
MLPClassifier,8000,32,1.860898045205977,0.0839600365438466,0.5932452197768725,0.0401388959912487
MLPClassifier,16000,1,9.55779861129122,0.1152055551165396,8.457063794543501,0.0825951184429658
MLPClassifier,16000,2,6.343140070710797,0.1602842644981291,5.156604304793291,0.1554950888787459
MLPClassifier,16000,4,4.06512936600484,0.1306534996031841,2.8449110533809288,0.0956849264484888
MLPClassifier,16000,8,3.068803452083375,0.1670282961308804,1.729376644291915,0.1041600060452214
MLPClassifier,16000,16,2.818851313495543,0.1715051779296098,1.2678699037642218,0.0885904081065669
MLPClassifier,16000,32,2.840165532100946,0.1562314534739486,0.99409057473531,0.0532798848650673
RandomForestClassifier,1000,1,16.071994000289124,0.0925772075203412,16.012567625415976,0.092652097259988
RandomForestClassifier,1000,2,8.558657858381048,0.0644575918351426,8.381711461918893,0.0648985071661315
RandomForestClassifier,1000,4,4.458122536318842,0.0422216200901234,4.253589037619531,0.0473094032189675
RandomForestClassifier,1000,8,2.5787860822980293,0.0767053763965444,2.332122147176414,0.0662147500674488
RandomForestClassifier,1000,16,1.9052336495020428,0.0845886257057274,1.5635981649160384,0.082069659400925
RandomForestClassifier,1000,32,1.8927029963117088,0.0938016895459634,1.2898972645867617,0.0553788498778697
RandomForestClassifier,2000,1,32.8377350374707,0.3213541545795099,32.70864278847584,0.3060025971586535
RandomForestClassifier,2000,2,16.929138644086198,0.1324394212251267,16.685874570766465,0.1272423843937416
RandomForestClassifier,2000,4,8.83740539479768,0.08021985004194,8.544220330775715,0.070647980886867
RandomForestClassifier,2000,8,4.809912131098099,0.0785371568793875,4.4673853473505005,0.0589204642551422
RandomForestClassifier,2000,16,3.1109944706200623,0.0899265061642128,2.66331811597338,0.080385810158631
RandomForestClassifier,2000,32,2.8518560360069385,0.0536745727504916,2.163379620225169,0.0644413233814823
RandomForestClassifier,4000,1,65.63571683999616,0.2063292222187215,65.378468212788,0.2046921575116485
RandomForestClassifier,4000,2,33.76506319449982,0.3575623574630874,33.44510526799131,0.3568709281021325
RandomForestClassifier,4000,4,17.19978365058778,0.1031138433217858,16.810834477248136,0.0967052848239306
RandomForestClassifier,4000,8,9.208974611817393,0.0728314288841893,8.730091732135042,0.058809506153152
RandomForestClassifier,4000,16,5.430536579503678,0.154844377149274,4.812826361437328,0.1139752047515585
RandomForestClassifier,4000,32,4.658490067184903,0.1453889580275856,3.759636483003851,0.1021154341612688
RandomForestClassifier,8000,1,131.04116705980852,0.6178487989003585,130.49534787466982,0.6214925507185066
RandomForestClassifier,8000,2,66.80754246141296,0.4028538804553593,66.23605257872259,0.3950702144804207
RandomForestClassifier,8000,4,34.406626617279834,0.4077510664553617,33.74343379441416,0.3982081782239596
RandomForestClassifier,8000,8,18.12843355800724,0.2603054923682647,17.32167889769189,0.2162752818087268
RandomForestClassifier,8000,16,10.225134567113129,0.1971186657793072,9.236838371003978,0.1437258887998888
RandomForestClassifier,8000,32,8.2564912190428,0.1652013689763755,6.949129895982333,0.13428143764908
RandomForestClassifier,16000,1,259.0997526210034,0.5451003198091084,257.95917735013643,0.5368746208368861
RandomForestClassifier,16000,2,132.52334317001515,0.5605559293518145,131.35486190939554,0.5432838251834998
RandomForestClassifier,16000,4,67.49388133629691,0.2326277708627294,66.2774113082327,0.2285205067555218
